lat,long,month_n,year,season,bst,phyt,depth,slope,energy,substrate
51.98401662,-8.634296581,2,2002,1,-1.183907454,-0.54856682,-2.668784045,-0.87170344,,
50.25830539,-7.979591985,2,2002,1,-1.140258802,0.084843877,-2.771101,-0.890324748,high,Sand to muddy sand
50.13247268,-8.433571795,2,2002,1,-1.034434371,-0.376750963,-2.516057274,-0.886527752,moderate,Sand to muddy sand
50.83710897,-7.808976147,2,2002,1,-1.227556107,0.478298527,-2.045898388,-0.447888383,moderate,Mud to sandy mud
51.85417201,-8.985564957,2,2002,1,-1.181081283,-0.700233696,-2.784576892,-0.892919773,,
51.56377628,-7.887580372,2,2002,1,-1.529642464,1.135521656,-2.545005485,-0.867018834,,
51.42536346,-10.44966979,2,2002,1,-0.776310685,-1.020052978,-2.663792974,-0.840131662,,
51.86012449,-9.68810171,2,2002,1,-0.786359296,-0.99221075,-0.40683068,4.131370525,moderate,Coarse sediment
50.34365853,-9.487376923,2,2002,1,-0.488041168,-0.963635831,-0.255102122,-0.79020979,moderate,Coarse sediment
51.18213559,-10.69172564,2,2002,1,-1.049821306,0.008277749,-2.64732244,-0.571574305,,
50.27496529,-9.68810171,2,2002,1,-0.410478455,-1.01016166,2.723069928,-0.782985635,moderate,Coarse sediment
51.72214804,-9.393119138,2,2002,1,-1.04856523,-0.94348685,-2.303936757,-0.803215735,high,Sand to muddy sand
50.19101661,-9.888826496,2,2002,1,-0.4293196,-1.01089435,3.255617201,-0.757423713,moderate,Coarse sediment
50.23155288,-10.60638756,2,2002,1,-0.750247102,-0.287729101,-2.237056406,-0.755062919,moderate,Mixed sediment
50.40456891,-10.73035072,2,2002,1,-0.761865808,-0.318868435,-2.678766187,-0.897573559,,
50.58406501,-10.84239136,2,2002,1,-0.776624705,-0.472000692,-2.703222435,-0.872190392,high,Seabed
51.14853782,-7.855494488,2,2002,1,-1.331182404,0.07788332,-2.099302847,1.066792617,high,Coarse sediment
51.39076026,-7.861256268,2,2002,1,-1.338404842,-0.022861585,-2.452670672,-0.799387919,,
50.21112603,-8.030947702,2,2002,1,-1.140258802,0.165073457,-2.550495663,-0.900612389,high,Sand to muddy sand
50.62948974,-7.753220997,2,2002,1,-1.150935451,0.565855009,-1.894668937,-0.755722462,moderate,Sand to muddy sand
51.89732683,-8.935383761,2,2002,1,-1.181081283,-0.700233696,-2.784576892,-0.892919773,,
51.9798399,-8.709568376,2,2002,1,-1.183907454,-0.54856682,-2.668784045,-0.87170344,,
50.14185864,-8.50884359,2,2002,1,-1.034434371,-0.491050637,-2.612384943,-0.70715666,,
50.12308671,-8.3583,2,2002,1,-1.034434371,-0.376750963,-2.516057274,-0.886527752,moderate,Sand to muddy sand
50.05864437,-10.13973248,2,2002,1,-0.472654233,-1.002102068,2.495976199,0.248059125,moderate,Mixed sediment
50.49107692,-7.783784067,2,2002,1,-1.163182195,0.675025852,-2.093812669,-0.776365547,moderate,Sand to muddy sand
50.47491549,-9.117487002,2,2002,1,-0.65855353,-0.89403026,-0.469718174,-0.634064481,high,Rock or other hard substrata
50.99213256,-8.055156657,2,2002,1,-1.233522469,-0.329858788,-1.308218098,-0.858709823,moderate,Mud to sandy mud
51.11874358,-10.37340717,2,2002,1,-0.756527483,-0.464307444,-2.196129624,-0.476649397,low,Rock or other hard substrata
51.46543078,-10.16539197,2,2002,1,-0.782277048,-0.799146876,-2.592919767,-0.855159384,moderate,Coarse sediment
51.47396505,-9.011235697,2,2002,1,-0.799862117,-0.905753303,-1.105580616,-0.354214758,high,Coarse sediment
51.71776827,-8.454335377,2,2002,1,-1.218135534,-0.379315378,-1.51584665,-0.400543044,moderate,Mud to sandy mud
50.81578268,-10.73774136,2,2002,1,-0.98701749,-0.244866723,-2.600406373,-0.79790857,moderate,Seabed
50.26483574,-10.38668273,2,2002,1,-0.626523583,-0.685946237,-1.188432394,0.077810686,moderate,Sand to muddy sand
51.51963542,-9.655129268,2,2002,1,-0.726381652,-1.002834758,4.29775282,0.7225234,low,Sand to muddy sand
51.27683699,-8.027776445,2,2002,1,-1.325844079,-0.106754616,-1.556274325,0.010463314,moderate,Mud to sandy mud
50.64817137,-9.374820106,2,2002,1,-0.57282632,-0.984151157,-0.481696745,-0.78307193,moderate,Coarse sediment
51.64685959,-8.092553828,2,2002,1,-1.461814342,0.671362401,-2.253027833,-0.664791797,,
50.43044816,-8.744393664,2,2002,1,-0.947765104,-0.763245055,-1.033210087,-0.600908567,moderate,Coarse sediment
50.55701537,-8.032121796,2,2002,1,-1.022501646,-0.126903597,-1.254813638,-0.710670114,moderate,Coarse sediment
51.70559274,-9.946948284,2,2002,1,-0.774112552,-1.01089435,0.386250498,3.612123883,moderate,Rock or other hard substrata
50.38931261,-8.259060351,2,2002,1,-1.056415707,-0.421445066,-1.810319838,-0.163501989,moderate,Sand to muddy sand
51.6907287,-8.741305395,2,2002,1,-1.108228856,-0.723679783,-0.727756544,-0.019055867,moderate,Rock or other hard substrata
51.69345712,-10.12338798,2,2002,1,-0.804886422,-1.011993386,-2.11776981,-0.704672586,low,Sand to muddy sand
51.51972351,-9.209157437,2,2002,1,-0.823099529,-0.951546442,-1.068646691,-0.655810915,moderate,Coarse sediment
51.0682283,-9.209290316,2,2002,1,-0.679906827,-0.974992529,-2.413241211,-0.752184352,high,Coarse sediment
51.18414495,-8.557842118,2,2002,1,-0.919503387,-0.765076781,-1.276275244,-0.881621243,moderate,Sand to muddy sand
50.29237168,-10.16304852,2,2002,1,-0.472654233,-0.999171307,-0.635421731,0.212246546,moderate,Mixed sediment
50.69094379,-10.32563678,2,2002,1,-0.519757096,-0.976824255,0.139691592,-0.093978741,low,Mud to sandy mud
51.78884005,-8.187286885,2,2002,1,-1.534038731,0.746829494,-2.501084061,-0.362234064,high,Sand to muddy sand
50.85828001,-10.49990662,2,2002,1,-0.634060041,-0.829187175,-1.103085081,-0.839515267,low,Mud to sandy mud
50.17337645,-10.25445587,2,2002,1,-0.499973893,-0.963269486,-1.248325246,-0.839922088,moderate,Mixed sediment
50.45633082,-9.881871041,2,2002,1,-0.431517733,-1.016389527,1.43138076,-0.732052874,moderate,Mixed sediment
50.41627054,-9.142200881,2,2002,1,-0.610194591,-0.8610592,-1.073138655,-0.061593321,high,Rock or other hard substrata
50.48951087,-9.234059077,2,2002,1,-0.610194591,-0.89403026,-0.528113705,-0.838128377,moderate,Rock or other hard substrata
50.70808136,-9.147493266,2,2002,1,-0.607368419,-0.974992529,0.531490663,2.003559684,moderate,Coarse sediment
50.41090607,-9.047533348,2,2002,1,-0.713820888,-0.873148588,-1.562762717,-0.681841297,moderate,Rock or other hard substrata
50.61862121,-8.921730551,2,2002,1,-0.668916159,-0.949348372,0.045859457,-0.804910823,moderate,Rock or other hard substrata
50.78414622,-8.557587015,2,2002,1,-0.801118193,-0.886703358,-0.582516378,-0.861576062,moderate,Coarse sediment
51.84561976,-9.942841606,2,2002,1,-0.736744281,-1.009795315,4.674079572,2.744220522,moderate,Mixed sediment
51.314416,-10.30661375,2,2002,1,-0.746792892,-0.447455569,-2.593917981,-0.832617801,,
51.06101797,-9.884289551,2,2002,1,-0.689013381,-0.954110858,2.301324431,-0.609667547,low,Mud to sandy mud
50.24928559,-8.245503458,2,2002,1,-1.071802642,-0.208964902,-2.505576024,-0.826336731,moderate,Sand to muddy sand
50.30074709,-8.443902767,2,2002,1,-1.034434371,-0.376750963,-2.316414435,-0.159532402,moderate,Sand to muddy sand
50.29042114,-8.791264072,2,2002,1,-0.947765104,-0.763245055,-2.327394791,-0.844643677,moderate,Sand to muddy sand
51.28206752,-7.931218689,2,2002,1,-1.338404842,-0.076347971,-2.452171565,-0.773357537,high,Sand to muddy sand
51.1456828,-7.972251281,2,2002,1,-1.307002935,-0.118111314,-1.554777004,-0.871413734,moderate,Mud to sandy mud
50.97289672,-8.863077683,2,2002,1,-0.656355396,-0.971329078,-0.09738428,-0.767162762,moderate,Coarse sediment
50.95813365,-9.545652414,2,2002,1,-0.606740381,-0.991844404,0.214557656,-0.563622803,low,Sand to muddy sand
51.4154584,-8.325154346,2,2002,1,-1.268378587,-0.313006913,-0.916419026,-0.483442076,moderate,Mud to sandy mud
51.2940415,-9.432098781,2,2002,1,-0.657611472,-0.996973236,0.862897776,0.251326021,low,Mud to sandy mud
50.75818201,-10.00618761,2,2002,1,-0.599203923,-0.985982883,2.29283961,-0.770941267,low,Mud to sandy mud
50.70404847,-9.709009997,2,2002,1,-0.542680488,-0.998804962,0.652773688,-0.785599152,moderate,Sand to muddy sand
50.76339872,-8.254734121,2,2002,1,-1.014651169,-0.588864782,-0.767685111,-0.872917739,moderate,Sand to muddy sand
51.40648264,-8.735045297,2,2002,1,-0.940542665,-0.763977745,-1.331676131,-0.579556627,moderate,Coarse sediment
51.02953345,-8.328885044,2,2002,1,-1.115451294,-0.641252133,-0.819592249,-0.797526405,moderate,Sand to muddy sand
51.22695152,-8.925249954,2,2002,1,-0.739256434,-0.937258983,-2.331886755,-0.551214761,moderate,Coarse sediment
50.92073577,-10.20720301,2,2002,1,-0.587585217,-0.917842692,0.54746209,0.419047237,low,Mud to sandy mud
51.44854707,-9.905588034,2,2002,1,-0.863607991,-1.000636687,-1.696024313,0.616595833,low,Coarse sediment
51.26450521,-9.71803299,2,2002,1,-0.774112552,-0.969863698,2.403641386,0.629805188,low,Mud to sandy mud
50.5014525,-10.52063053,2,2002,1,-0.761865808,-0.662500149,-2.215095694,-0.836877094,high,Sand to muddy sand
50.53797868,-8.519743275,2,2002,1,-0.824041586,-0.8123353,-0.527614597,-0.231508905,moderate,Mixed sediment
51.23305021,-10.06825134,2,2002,1,-0.782277048,-0.577874429,-1.794348411,-0.125143697,moderate,Sand to muddy sand
50.53610832,-10.11678295,2,2002,1,-0.512534656,-1.009795315,1.97989946,-0.352852524,moderate,Mud to sandy mud
51.29396057,-9.15710221,2,2002,1,-0.732662033,-0.94421954,-2.125755523,-0.71839355,high,Coarse sediment
50.87389392,-9.331881328,2,2002,1,-0.618359087,-0.993309785,1.022612047,1.776430269,moderate,Coarse sediment
50.77330908,-7.966264247,2,2002,1,-1.166322385,-0.139359331,-1.553279683,0.532309911,moderate,Mud to sandy mud
51.52420171,-9.432144246,2,2002,1,-0.835032254,-0.985616538,2.560361014,1.153920121,moderate,Coarse sediment
51.55201269,-8.583476068,2,2002,1,-1.160670042,-0.623667568,0.073310348,-0.644549369,moderate,Sand to muddy sand
50.53653401,-9.565252377,2,2002,1,-0.524781401,-0.990745369,-0.246617302,0.088388033,moderate,Coarse sediment
50.46228329,-10.31385849,2,2002,1,-0.520385134,-0.966932937,1.523216466,0.257755026,moderate,Mud to sandy mud
50.63919842,-8.711391847,2,2002,1,-0.720415289,-0.92919939,-0.489682458,-0.901173309,moderate,Mixed sediment
50.98408985,-8.645105858,2,2002,1,-0.814935033,-0.898792746,-0.585011914,-0.761541235,moderate,Coarse sediment
50.86453998,-9.833294305,2,2002,1,-0.606426362,-0.988913644,2.050772668,1.282820749,low,Mud to sandy mud
51.14717214,-8.173392144,2,2002,1,-1.180139225,-0.45038633,-1.062657406,-0.864984729,moderate,Mud to sandy mud
50.80970144,-8.976619572,2,2002,1,-0.634060041,-0.981953086,0.34282818,-0.105419041,moderate,Coarse sediment
51.22274527,-8.352813688,2,2002,1,-1.08279331,-0.508268858,-1.567753788,-0.786751811,moderate,Sand to muddy sand
50.68458897,-10.59158493,2,2002,1,-0.674882522,-0.719283642,-1.806326981,-0.642872773,moderate,Sand to muddy sand
51.44995998,-8.128073752,2,2002,1,-1.32898427,-0.02322793,-1.807824302,-0.28318134,moderate,Mud to sandy mud
50.57594683,-8.221545399,2,2002,1,-0.951847353,-0.585567676,-0.814102071,-0.838418083,moderate,Mixed sediment
51.13227008,-8.761988405,2,2002,1,-0.745222797,-0.909416754,-1.235348462,-0.330791729,moderate,Coarse sediment
51.37207279,-8.513342489,2,2002,1,-1.13743263,-0.545636059,-0.872996709,-0.783657506,low,Sand to muddy sand
51.6207016,-8.285520533,2,2002,1,-1.301036572,-0.053268229,-1.511853794,-0.684041829,moderate,Mud to sandy mud
51.07012946,-10.55310833,2,2002,1,-0.817133166,-0.445257498,-2.397768891,-0.875019648,moderate,Coarse sediment
50.80327604,-8.793331934,2,2002,1,-0.685245152,-0.957041619,-0.095886958,0.004324014,moderate,Coarse sediment
51.75893396,-9.770792413,2,2002,1,-0.758097579,-1.006131864,10.17374068,-0.462774335,moderate,Mixed sediment
50.89344695,-9.147549876,2,2002,1,-0.629349755,-0.989279989,0.133702307,0.062462438,moderate,Coarse sediment
51.03221507,-9.032975403,2,2002,1,-0.667974102,-0.970230043,-1.003263661,1.301059892,moderate,Coarse sediment
51.1507357,-9.561788264,2,2002,1,-0.65509932,-0.99294344,2.30831193,0.811117926,low,Mud to sandy mud
51.11945665,-9.383204574,2,2002,1,-0.671114293,-0.983418467,-1.031712766,-0.675714325,moderate,Mixed sediment
50.78695569,-9.489624166,2,2002,1,-0.584445026,-0.99440882,1.41241469,-0.05726006,moderate,Sand to muddy sand
50.99929669,-9.718093972,2,2002,1,-0.631233869,-0.983784812,0.607854049,-0.251110282,low,Mud to sandy mud
51.65074594,-8.931197432,2,2002,1,-1.066778336,-0.775334444,-1.139519899,-0.194488191,moderate,Mixed sediment
51.04677355,-10.07002929,2,2002,1,-0.703144239,-0.836514077,0.900829915,2.429606092,low,Mud to sandy mud
51.27155696,-9.895188093,2,2002,1,-0.805828479,-0.903555233,-0.444263712,-0.767033319,low,Mud to sandy mud
50.68044975,-8.412553816,2,2002,1,-0.864236029,-0.824058344,-0.624441374,-0.894824435,moderate,Mixed sediment
51.59191615,-9.810962867,2,2002,1,-0.753387293,-1.007597244,3.14231989,0.198735156,moderate,Sand to muddy sand
50.86637292,-8.399816799,2,2002,1,-0.986075432,-0.791087284,-0.774173504,-0.897622871,moderate,Coarse sediment
51.55817258,-10.02891445,2,2002,1,-0.804886422,-1.00869628,-2.454167993,-0.559431314,moderate,Mixed sediment
50.386312,-8.585207256,2,2002,1,-0.968804383,-0.709392324,-1.523832364,4.34170193,moderate,Sand to muddy sand
50.44034171,-9.709353282,2,2002,1,-0.459779451,-1.009062625,1.337049518,0.107021669,moderate,Sand to muddy sand
50.63569392,-9.874980645,2,2002,1,-0.54896087,-1.004666483,1.293128094,-0.499043046,moderate,Mixed sediment
50.7576252,-10.17287121,2,2002,1,-0.561835652,-0.989646334,1.541184321,-0.404370861,low,Mud to sandy mud
51.17589689,-10.22082926,2,2002,1,-0.746792892,-0.447455569,-1.445971657,0.044987626,low,Sand to muddy sand
50.30268655,-9.935529965,2,2002,1,-0.4293196,-1.016389527,2.514942268,-0.469012257,moderate,Mud to sandy mud
51.80811313,-8.607606965,2,2002,1,-1.183907454,-0.579706154,-1.969535002,-0.83274108,,
51.0360125,-8.491191859,2,2002,1,-0.922643578,-0.772037338,-0.926900275,-0.842732851,moderate,Sand to muddy sand
51.40910003,-9.541326457,2,2002,1,-0.696863858,-0.998804962,4.05368945,-0.341800553,low,Rock or other hard substrata
51.40914318,-9.32291657,2,2002,1,-0.708168545,-0.982319432,-0.230645875,0.755106066,moderate,Coarse sediment
51.51020919,-8.856040771,2,2002,1,-0.949649219,-0.839078493,-0.542088703,-0.020640003,moderate,Coarse sediment
50.63027832,-7.893706101,2,2002,1,-1.094097997,0.187054164,-1.599696643,-0.728638043,moderate,Sand to muddy sand
50.33256895,-8.115219741,2,2002,1,-1.09284192,0.012307545,-2.25352694,-0.338829527,moderate,Sand to muddy sand
51.30661944,-8.20454036,2,2002,1,-1.216565439,-0.345245283,-0.963335094,-0.901765049,low,Mud to sandy mud
51.54100274,-8.424042564,2,2002,1,-1.231324336,-0.427672933,-1.019235088,-0.723793175,moderate,Sand to muddy sand
50.46270236,-8.89867269,2,2002,1,-0.713820888,-0.857029404,-0.796633323,-0.264412097,high,Coarse sediment
50.69159361,-8.114329544,2,2002,1,-1.056101688,-0.394701873,-0.960340451,0.308940509,moderate,Sand to muddy sand
50.84925068,-8.122264664,2,2002,1,-1.140258802,-0.380780759,-1.210892214,-0.874514203,moderate,Mud to sandy mud
51.60782636,-9.084538097,2,2002,1,-1.080281157,-0.867653412,-1.006258304,3.175074815,moderate,Coarse sediment
50.85326426,-9.661819228,2,2002,1,-0.561835652,-0.99514151,0.408710317,-0.815888827,low,Sand to muddy sand
50.63866841,-10.74096187,2,2002,1,-0.75778356,-0.4826247,-2.60439923,-0.834824497,high,Seabed
50.50756513,-8.364354767,2,2002,1,-0.899406166,-0.68191644,-0.868504745,0.040438627,moderate,Coarse sediment
50.8459596,-10.34426268,2,2002,1,-0.546134698,-0.94421954,-0.403836037,-0.458934191,low,Mud to sandy mud
50.91461185,-9.983257304,2,2002,1,-0.664519892,-0.960338725,2.44756281,0.399729402,low,Mud to sandy mud
50.39790124,-10.05383975,2,2002,1,-0.43936821,-1.014557801,1.471309328,-0.882046556,moderate,Mixed sediment
51.77900668,-8.859048091,2,2002,1,-1.183907454,-0.685946237,-2.171174269,-0.68247002,moderate,Mixed sediment
51.37224667,-8.905650762,2,2002,1,-0.842568712,-0.832850626,-2.480121563,-0.874156694,,
51.16149125,-9.098405474,2,2002,1,-0.679906827,-0.974992529,-2.149213557,-0.814859446,,
50.98736294,-10.4342914,2,2002,1,-0.796721926,-0.664331875,-1.499376116,-0.618605282,low,Mixed sediment
50.34730131,-10.51697241,2,2002,1,-0.750247102,-0.380414414,-1.829285908,-0.463908502,moderate,Sand to muddy sand
51.23840559,-9.294616858,2,2002,1,-0.683989075,-0.984517502,-1.729963595,-0.423608564,moderate,Sand to muddy sand
51.30228602,-8.637695622,2,2002,1,-0.929866017,-0.755918153,-1.576737716,-0.833949215,moderate,Sand to muddy sand
50.51109541,-9.42240068,2,2002,1,-0.512220637,-0.967665627,1.905532502,-0.363984627,moderate,Rock or other hard substrata
51.83062815,-8.341389993,2,2002,1,-1.37357498,0.047110331,-2.356343002,-0.475897395,,
51.01030694,-8.192092729,2,2002,1,-1.180139225,-0.506803477,-1.16347704,-0.505552183,moderate,Mud to sandy mud
51.55238591,-8.723021381,2,2002,1,-0.940542665,-0.800612256,-0.732747615,-0.311048581,moderate,Coarse sediment
51.27337769,-8.789240273,2,2002,1,-0.776624705,-0.865821686,-1.331177024,-0.832284947,moderate,Coarse sediment
50.52693627,-10.65765268,2,2002,1,-0.761865808,-0.605350312,-2.664791189,-0.829079691,,
50.57247559,-10.40008052,2,2002,1,-0.594493637,-0.902089852,-0.665368156,0.825375154,moderate,Mud to sandy mud
51.38117964,-10.04041657,2,2002,1,-0.782277048,-0.799146876,-2.592919767,-0.855159384,moderate,Coarse sediment
51.85438532,-8.477459808,2,2002,1,-1.285021599,-0.340482797,-2.211102837,-0.648623743,moderate,Sand to muddy sand
51.64262797,-9.597481529,2,2002,1,-0.769088247,-0.996973236,4.345667102,1.4969134,moderate,Rock or other hard substrata
50.69194172,-10.45871063,2,2002,1,-0.563719767,-0.914911931,-0.85902171,-0.226583905,low,Mud to sandy mud
50.46378822,-8.14656777,2,2002,1,-0.988273566,-0.339750106,-1.457950227,0.093004836,moderate,Sand to muddy sand
51.13189566,-9.695049596,2,2002,1,-0.717903136,-0.985250192,3.054477041,-0.236951678,low,Mud to sandy mud
50.57225056,-9.751790532,2,2002,1,-0.468571985,-1.00942897,0.444646028,-0.673507629,moderate,Sand to muddy sand
51.31445338,-9.025569979,2,2002,1,-0.732662033,-0.94421954,-2.372314429,-0.446939134,high,Coarse sediment
51.41000723,-9.759331198,2,2002,1,-0.772856476,-0.995874201,3.249128809,1.482767123,low,Sand to muddy sand
50.65560824,-9.50711863,2,2002,1,-0.529177668,-0.993309785,0.70917279,-0.459112945,moderate,Sand to muddy sand
51.09460794,-8.915887351,2,2002,1,-0.684617113,-0.950813752,-1.093102939,-0.641461227,moderate,Coarse sediment
50.54995584,-9.981077834,2,2002,1,-0.496205664,-1.014557801,2.183535156,1.483420502,moderate,Mud to sandy mud
50.90962672,-8.522672389,2,2002,1,-0.912280948,-0.852999607,-0.730252079,-0.893634792,moderate,Mixed sediment
50.58042518,-10.24574946,2,2002,1,-0.512534656,-1.005032828,0.83295135,0.253951866,low,Mud to sandy mud
51.28069514,-9.561371768,2,2002,1,-0.684931133,-0.996973236,3.704813588,-0.175953179,low,Mud to sandy mud
51.81733105,-10.07339392,2,2002,1,-0.753387293,-1.015656837,3.072444896,1.258084798,moderate,Sand to muddy sand
51.00730171,-10.3051231,2,2002,1,-0.691839553,-0.798780531,-0.849538675,-0.061661124,low,Sand to muddy sand
50.54633008,-8.800678026,2,2002,1,-0.766576094,-0.907218684,-0.244620873,-0.856250405,moderate,Coarse sediment
51.67849474,-8.612184477,2,2002,1,-1.155959756,-0.615607975,-0.873495816,2.634009006,moderate,Sand to muddy sand
50.46922587,-7.93556404,2,2002,1,-1.140258802,0.276442371,-1.699518062,-0.845149121,moderate,Coarse sediment
51.20572832,-10.470007,2,2002,1,-0.756527483,-0.464307444,-2.593917981,-0.813435573,low,Mixed sediment
51.40361994,-7.997185196,2,2002,1,-1.338404842,-0.076347971,-2.304435864,-0.791966517,high,Sand to muddy sand
50.89820056,-8.268141804,2,2002,1,-1.111055027,-0.566884075,-0.918415455,-0.821658289,moderate,Sand to muddy sand
51.84619479,-8.739420464,2,2002,1,-1.183907454,-0.54856682,-2.668784045,-0.87170344,,
51.32827929,-10.16696521,2,2002,1,-0.782277048,-0.472367037,-2.443686744,-0.533105062,,
